Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
110	:	1611330467.933	    14.852	0	1087	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JH_Lohardaga
111	:	1611330469.850	    25.356	0	5285	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_OR_Kendrapara
113	:	1611330474.543	    22.535	0	1261	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_ML_West_Jaintia_Hills
98	:	1611330437.982	    81.031	0	89513	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Yadgir
109	:	1611330467.266	    99.325	0	137230	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Gurdaspur
6	:	1611330385.038	   190.323	0	306276	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Patiala
92	:	1611330431.554	   150.803	0	230112	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Satna
7	:	1611330385.549	   241.418	0	369555	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Surat
121	:	1611330626.975	     9.922	0	560	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Niwari
1	:	1611330382.335	   306.043	0	557931	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Moradabad
2	:	1611330382.845	   305.989	0	520549	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TN_Tenkasi
4	:	1611330383.928	   306.223	0	621982	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Mahasamund
8	:	1611330386.149	   306.248	0	540436	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_West_Champaran
12	:	1611330388.304	   306.505	0	664473	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Sabarkantha
14	:	1611330389.349	   305.720	0	406802	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Chhindwara
13	:	1611330388.833	   306.450	0	503958	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Sangli
17	:	1611330390.925	   306.051	0	624710	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Surajpur
19	:	1611330391.991	   306.404	0	547012	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Shivamogga
123	:	1611330688.387	    10.141	0	562	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MZ_Kolasib
125	:	1611330690.162	     9.784	0	773	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_BSF_Camp
22	:	1611330393.644	   306.450	0	566959	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Neemuch
23	:	1611330394.189	   306.419	0	660970	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Shajapur
24	:	1611330394.768	   306.266	0	657889	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Jashpur
124	:	1611330689.154	    12.102	0	1150	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Baghpat
25	:	1611330395.278	   306.530	0	593207	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Churu
26	:	1611330395.824	   306.489	0	568289	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JH_Koderma
126	:	1611330692.402	    10.103	0	1023	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_HR_Yamunanagar
28	:	1611330396.930	   308.148	0	653410	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Mahisagar
128	:	1611330695.375	    10.634	0	781	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AR_Kurung_Kumey
34	:	1611330400.175	   305.944	0	547428	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Nanded
32	:	1611330399.050	   307.151	0	597831	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Balrampur
35	:	1611330400.750	   306.812	0	601619	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Sri_Muktsar_Sahib
37	:	1611330401.818	   305.800	0	482196	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KL_Pathanamthitta
38	:	1611330402.389	   306.939	0	521740	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Azamgarh
40	:	1611330403.486	   306.511	0	632553	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UT_Pithoragarh
130	:	1611330696.982	    13.035	0	545	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_DN_Dadra_and_Nagar_Haveli
133	:	1611330699.959	    11.105	0	530	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Hathras
39	:	1611330402.958	   308.649	0	581867	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Koriya
132	:	1611330698.977	    13.036	0	1299	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Kabeerdham
44	:	1611330405.583	   307.315	0	669089	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_WB_Jhargram
45	:	1611330406.137	   307.317	0	479740	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Jabalpur
46	:	1611330406.652	   307.587	0	592859	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Khandwa
136	:	1611330701.545	    13.161	0	1153	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Dhamtari
139	:	1611330703.113	    11.631	0	767	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_NL_Peren
137	:	1611330702.066	    12.927	0	1177	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Dakshina_Kannada
140	:	1611330703.653	    13.482	0	779	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Other_State
55	:	1611330411.612	   306.824	0	543650	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Parbhani
54	:	1611330411.102	   308.052	0	472460	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Amravati
141	:	1611330705.088	    14.136	0	1150	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AP_Krishna
142	:	1611330706.034	    13.585	0	1156	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Kondagaon
145	:	1611330707.684	    12.020	0	1366	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Balrampur
58	:	1611330413.183	   307.842	0	517051	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_Bhagalpur
146	:	1611330708.205	    13.765	0	777	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Agar_Malwa
60	:	1611330414.234	   308.000	0	566469	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TR_Unokoti
93	:	1611330432.647	   289.610	0	701245	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Aravalli
150	:	1611330711.131	    11.718	0	321	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Narmada
63	:	1611330415.792	   308.223	0	616587	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JK_Samba
64	:	1611330416.307	   308.400	0	565770	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Bathinda
61	:	1611330414.743	   310.473	0	542807	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Amroha
66	:	1611330417.361	   308.190	0	539520	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_Madhubani
153	:	1611330712.921	    12.668	0	532	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JH_Sahibganj
67	:	1611330417.889	   308.502	0	530207	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Latur
68	:	1611330418.431	   308.559	0	572487	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JH_Godda
65	:	1611330416.820	   310.312	0	569899	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Bhilwara
69	:	1611330418.994	   308.625	0	631005	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_HR_Nuh
157	:	1611330715.363	    13.035	0	1214	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Harda
147	:	1611330709.334	    19.218	0	1237	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_NL_Mokokchung
108	:	1611330465.955	   263.065	0	393035	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Ballari
148	:	1611330710.005	    19.133	0	1222	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AR_Siang
72	:	1611330420.573	   308.957	0	623590	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Banswara
160	:	1611330718.462	    11.078	0	534	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Other_State
159	:	1611330717.147	    12.629	0	1229	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_Sheikhpura
70	:	1611330419.538	   310.403	0	541968	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Mehsana
73	:	1611330421.119	   309.321	0	525657	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JK_Jammu
162	:	1611330719.676	    11.589	0	771	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MZ_Saitual
75	:	1611330422.194	   310.752	0	555337	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Unnao
164	:	1611330720.751	    14.100	0	1208	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_HP_Una
165	:	1611330721.268	    13.859	0	1153	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JK_Udhampur
176	:	1611330727.454	    10.295	0	941	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_OR_Bargarh
177	:	1611330727.985	     9.798	0	1008	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_NL_Kohima
169	:	1611330723.650	    14.218	0	1153	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TN_Dindigul
170	:	1611330724.218	    14.240	0	1156	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TN_Thanjavur
171	:	1611330724.756	    14.040	0	660	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Tapi
83	:	1611330426.617	   312.812	0	472393	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TN_Kanyakumari
85	:	1611330427.738	   311.875	0	581592	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Hoshiarpur
173	:	1611330725.837	    13.911	0	1220	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_WB_Purulia
175	:	1611330726.931	    13.347	0	1144	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Hapur
82	:	1611330426.012	   315.362	0	701238	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_ML_Ribhoi
90	:	1611330430.419	   311.221	0	541688	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JK_Kupwara
181	:	1611330730.104	    11.811	0	935	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Udupi
88	:	1611330429.380	   313.405	0	536927	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Washim
91	:	1611330431.018	   312.337	0	573051	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Sonbhadra
189	:	1611330734.547	    12.141	0	534	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TN_Other_State
187	:	1611330733.480	    15.000	0	1229	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_Aurangabad
96	:	1611330436.872	   312.305	0	527548	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Deoria
196	:	1611330739.873	    13.093	0	4033	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Mumbai
182	:	1611330730.649	    22.384	0	1443	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Porbandar
101	:	1611330441.772	   312.445	0	544144	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TR_West_Tripura
198	:	1611330740.923	    13.486	0	938	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Gondia
200	:	1611330741.979	    13.870	0	1150	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Solapur
204	:	1611330744.155	    14.466	0	558	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AR_Kamle
102	:	1611330447.022	   313.171	0	592731	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Uttar_Bastar_Kanker
191	:	1611330735.638	    25.947	0	1461	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AR_Lower_Subansiri
163	:	1611330720.219	    45.127	0	52886	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_Begusarai
210	:	1611330753.516	    15.793	0	1081	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_OR_Koraput
212	:	1611330754.826	    14.519	0	1005	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Baran
214	:	1611330758.648	    13.463	0	570	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AR_East_Kameng
107	:	1611330461.003	   314.063	0	534479	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Sangrur
112	:	1611330470.938	   313.233	0	389019	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TN_Chennai
158	:	1611330715.928	    69.531	0	82621	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_Banka
114	:	1611330482.803	   313.286	0	583830	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Bhandara
115	:	1611330495.209	   312.396	0	536651	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Nandurbar
116	:	1611330497.095	   310.981	0	567098	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Budaun
192	:	1611330737.758	    72.644	0	86618	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KL_Palakkad
226	:	1611330808.393	    12.032	0	1151	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_CT_Bijapur
225	:	1611330807.612	    12.849	0	1239	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TR_South_Tripura
117	:	1611330519.022	   312.243	0	530289	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UT_Udham_Singh_Nagar
51	:	1611330409.350	   432.853	0	520	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_HR_Gurugram
230	:	1611330831.278	    12.610	0	950	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_OR_Malkangiri
118	:	1611330566.598	   310.863	0	535393	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Farrukhabad
119	:	1611330575.378	   311.359	0	450829	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_HR_Panipat
120	:	1611330582.363	   311.841	0	633807	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JH_Dumka
77	:	1611330423.265	   475.527	0	518	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Indore
122	:	1611330636.902	   309.723	0	485059	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JH_Giridih
127	:	1611330694.823	   310.421	0	582292	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Narsinghpur
129	:	1611330695.899	   309.666	0	569406	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Sagar
131	:	1611330698.407	   308.316	0	492971	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Bharatpur
135	:	1611330701.029	   310.297	0	487998	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Lucknow
138	:	1611330702.592	   309.402	0	619945	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Tonk
144	:	1611330707.149	   310.242	0	531328	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Bharuch
143	:	1611330706.586	   311.278	0	494441	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Ahmednagar
134	:	1611330700.501	   318.618	0	676321	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Jaisalmer
149	:	1611330710.603	   311.104	0	443827	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Nashik
152	:	1611330712.173	   309.857	0	574518	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_OR_Bhadrak
155	:	1611330714.246	   310.657	0	673856	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_ML_West_Garo_Hills
154	:	1611330713.486	   312.539	0	483244	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AP_Y_S_R__Kadapa
156	:	1611330714.800	   311.429	0	548757	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Amreli
151	:	1611330711.652	   318.538	0	541656	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JH_Saraikela_Kharsawan
161	:	1611330719.166	   311.365	0	489117	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TR_Khowai
167	:	1611330722.532	   309.269	0	635486	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Bhind
166	:	1611330721.985	   310.947	0	628558	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Karauli
168	:	1611330723.079	   310.494	0	531195	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_East_Champaran
246	:	1611331021.713	    12.721	0	1017	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_WB_Kalimpong
238	:	1611331005.251	    30.958	0	21128	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_OR_Kalahandi
174	:	1611330726.359	   311.893	0	435639	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Amritsar
179	:	1611330729.062	   309.443	0	467215	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AP_East_Godavari
248	:	1611331024.911	    13.852	0	1144	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_GJ_Anand
178	:	1611330728.527	   310.427	0	521808	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Dholpur
180	:	1611330729.576	   310.098	0	542181	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JK_Bandipora
251	:	1611331030.206	    11.720	0	793	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_ML_East_Jaintia_Hills
183	:	1611330731.195	   311.344	0	589006	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Mansa
252	:	1611331030.834	    12.759	0	541	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TN_Airport_Quarantine
188	:	1611330734.015	   310.275	0	701040	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Pratapgarh
184	:	1611330731.776	   312.882	0	556528	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_HP_Sirmaur
190	:	1611330735.068	   309.868	0	622187	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Sidhi
172	:	1611330725.307	   319.641	0	532250	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Gadag
254	:	1611331032.938	    12.638	0	530	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_SK_Unknown
186	:	1611330732.898	   312.688	0	565348	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Bhadohi
185	:	1611330732.357	   313.320	0	468823	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Kanpur_Nagar
256	:	1611331034.439	    11.768	0	947	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_OR_Sambalpur
253	:	1611331031.808	    14.703	0	1150	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Udaipur
255	:	1611331033.580	    14.085	0	783	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AR_Pakke_Kessang
193	:	1611330738.271	   309.562	0	437670	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Ludhiana
247	:	1611331022.297	    25.953	0	13641	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Chitrakoot
195	:	1611330739.355	   309.615	0	460418	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Satara
194	:	1611330738.797	   310.828	0	520270	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_Khagaria
264	:	1611331042.546	    10.759	0	558	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MZ_Saiha
197	:	1611330740.379	   313.023	0	528877	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Haveri
199	:	1611330741.473	   312.287	0	475330	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Jalandhar
202	:	1611330743.070	   311.663	0	540006	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_PB_Moga
201	:	1611330742.514	   313.138	0	531891	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Sultanpur
267	:	1611331044.886	    11.252	0	965	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_KA_Bengaluru_Urban
265	:	1611331043.599	    14.312	0	4312	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_JH_Khunti
270	:	1611331046.502	    11.639	0	775	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_AR_Lepa_Rada
203	:	1611330743.617	   314.935	0	701032	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Umaria
206	:	1611330746.694	   312.618	0	582147	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MP_Damoh
205	:	1611330744.719	   314.837	0	518659	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_MH_Yavatmal
271	:	1611331047.031	    12.587	0	1256	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_UP_Gautam_Buddha_Nagar
272	:	1611331047.553	    12.138	0	793	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_TN_Railway_Quarantine
208	:	1611330749.186	   311.962	0	512287	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_BR_Saran
274	:	1611331048.626	    13.294	0	1147	0	0	/software/Matlab/bin/matlab -nodisplay -r optimize_RJ_Nagaur
