Dist_name,Kpar1,Kpar2,Kpar3,Kpar4,Kpar5,Population,Err_with_increasing_weights,resnorm_from_lsqnonlin,Err_with_same_weights,Max_err,Highest_cases,Confirmed,Deaths,recovered,ratio
HR_Ambala,0.15040744,0.24417297,0.10941692,0.0022546825,0.00028015357,1136784.0,0.00060896562,0.011708891,37.97781,0.0027412734,8844.0,8844,106,8560,42.413701
HR_Bhiwani,0.13812384,0.1676264,0.043046942,0.0027000226,0.0039570304,1629109.0,9.6734913e-05,0.015608795,6.1947345,0.0007160282,3585.0,3585,52,3332,141.28817
HR_Faridabad,0.17165787,0.1994197,0.92180951,0.0020410438,0.00015868756,1798954.0,0.00018430824,0.012642515,36.619028,0.0019045478,24099.0,24099,244,22936,11.544853
HR_Hisar,0.10532249,0.16384544,0.055947669,0.0018315101,0.00098249687,1742815.0,0.00026548657,0.011094822,9.2716338,0.0011084644,9127.0,9127,120,7923,67.096814
HR_Kaithal,0.10332355,0.23630962,0.0095426537,0.0025502827,0.009110471,1072861.0,0.00038480028,0.038571129,9.3084105,0.0013745417,2891.0,2891,43,2750,102.9989
HR_Karnal,0.1148674,0.27284007,0.041352337,0.0018065404,0.00025776666,1506323.0,0.00092620853,0.020869627,20.573143,0.0019649171,8164.0,8164,116,7857,36.239916
HR_Kurukshetra,0.12565848,0.28435077,0.057053389,0.0015928461,0.0011319489,964231.0,0.0023267352,0.019226621,14.745221,0.0037381702,6541.0,6541,100,6111,30.740877
HR_Panchkula,0.10344954,0.1998846,0.086841455,0.0021542102,0.00082252097,558890.0,0.00029562841,0.018540098,19.311171,0.0022021464,6984.0,6984,110,6706,21.762885
HR_Rohtak,0.095628783,0.15633693,0.052927389,0.0012502292,0.00034831956,1058683.0,0.00017954511,0.030408737,13.331578,0.0010787143,7382.0,7382,72,6578,50.747533
HR_Sirsa,0.11987592,0.2066307,0.031370311,0.0019205867,0.0022704639,1295114.0,0.000818257,0.026800498,5.5300299,0.0030834345,4998.0,4998,79,4572,81.447957
HR_Yamunanagar,0.1160893,0.19577387,0.030006627,0.0023716522,0.0019759446,1214162.0,0.00022615666,0.013446432,8.160349,0.0016870647,5034.0,5034,103,4767,82.905796
JH_East_Singhbhum,0.093979049,0.15857724,0.053501215,0.0019708933,0.0015822187,2291032.0,0.00040916511,0.012841122,18.048247,0.001497829,16041.0,16041,332,14411,38.500468
JH_Ranchi,0.10245513,0.16520923,0.085806721,0.00064573685,0.00081261733,2912022.0,0.00031295327,0.017415114,17.70361,0.0011215736,25116.0,25116,171,23115,32.152763
JK_Pulwama,0.077408905,0.090330585,0.057635978,0.0024419452,0.0008099311,570060.0,0.00089954562,0.040654342,12.723151,0.0026616674,4573.0,4573,80,4250,36.841247
JK_Srinagar,0.075603669,0.092131852,0.13616144,0.0017059423,0.00093665037,1269751.0,0.00061146424,0.0098574615,35.929456,0.0032430617,18729.0,18729,346,16738,16.218111
KA_Bagalkote,0.12429516,0.17398594,0.097424328,0.0012513925,0.00057283565,1890826.0,0.00028438076,0.038951336,15.856945,0.0024864927,12983.0,12983,131,12524,43.633188
KA_Ballari,0.089242995,0.147614,0.10776391,0.0015720295,0.0011499731,2532383.0,0.0006159297,0.019849584,23.793851,0.0015821466,36862.0,36862,525,34719,18.96887
KA_Belagavi,0.092643681,0.11205286,0.066926154,0.0012490298,0.0037051583,4778439.0,0.00069189494,0.012935352,22.33297,0.0013136201,24452.0,24452,328,23392,44.245181
KA_Bidar,0.095718075,0.13353765,0.028399279,0.0026110676,0.003492582,1700018.0,0.0001503953,0.026958163,17.748295,0.0013486513,6851.0,6851,163,6608,79.777996
KA_Chikkaballapura,0.098538203,0.13920088,0.1131183,0.00098159873,0.00029010573,1254377.0,0.00055885947,0.039492169,19.119802,0.0020815306,10881.0,10881,107,9943,33.909023
KA_Chikkamagaluru,0.1068593,0.15347574,0.13021276,0.0010948899,0.00066145872,1137753.0,0.00017433834,0.028227667,9.0387858,0.0007362656,12111.0,12111,136,11267,26.059944
KA_Dakshina_Kannada,0.066767696,0.098125156,0.10803265,0.0013510094,0.0011158686,2083625.0,0.0012808749,0.014752981,25.091377,0.0035678642,29693.0,29693,667,26597,18.967526
KA_Davanagere,0.12157574,0.14952555,0.30856679,0.0014445631,0.0010133188,1946905.0,0.00040280121,0.036843342,25.037787,0.0013581878,20482.0,20482,254,19385,16.862738
KA_Dharwad,0.078111175,0.10158583,0.096129438,0.0020020667,0.0014351506,1846993.0,0.00033783168,0.0087402122,6.8580501,0.0009178834,20539.0,20539,554,19075,23.062596
KA_Gadag,0.11716916,0.18105383,0.11441987,0.0012152898,0.00067308609,1065235.0,0.00041048634,0.019932059,21.763439,0.0020443261,10408.0,10408,140,10020,26.313345
KA_Hassan,0.1045222,0.15063517,0.22120791,0.0012216169,0.00057469974,1776221.0,0.00053949787,0.043919323,24.857875,0.0048242389,24311.0,24311,367,23801,18.011368
KA_Haveri,0.099001419,0.13836204,0.06209443,0.0019416796,0.0022222703,1598506.0,0.00095763071,0.029244751,13.867494,0.0032122126,10106.0,10106,182,9570,43.728079
KA_Kolar,0.075646814,0.090321194,0.095475946,0.0020293728,0.00048676627,1540231.0,0.001119991,0.031605757,16.712083,0.0026942068,8100.0,8100,150,7309,31.800705
KA_Koppal,0.093268695,0.11589136,0.11265113,0.0020336054,0.0018341507,1391292.0,0.00064392106,0.013410157,14.935442,0.0025907367,13257.0,13257,273,12449,25.133153
KA_Mandya,0.096540363,0.13452333,0.094896521,0.00090302505,0.0017621897,1808680.0,0.00014063319,0.011092634,12.276584,0.001262567,16246.0,16246,140,14806,33.673236
KA_Raichur,0.095430583,0.10331153,0.1167469,0.0011205216,0.0026769758,1924773.0,0.00040363313,0.0072071169,16.759167,0.0012584235,13166.0,13166,147,12625,26.974822
KA_Tumakuru,0.087979849,0.13215336,0.080390605,0.0011273712,0.00079862582,2681449.0,0.00024946218,0.025032083,14.828609,0.0012965619,20185.0,20185,331,17661,38.708605
KA_Vijayapura,0.11553294,0.13787055,0.11091963,0.0022011387,0.0013113614,2175102.0,0.00011553982,0.0065554878,15.027643,0.0011410901,12148.0,12148,191,11564,43.156578
KA_Yadgir,0.09863377,0.14868022,0.07802963,0.00088251234,0.0023450715,1172985.0,0.00025028188,0.040621145,35.735352,0.0010577437,9976.0,9976,61,9598,33.45573
KL_Alappuzha,0.067441629,0.13089095,0.072365383,0.00041118628,0.00020414044,2121943.0,0.00035202945,0.030339085,24.687694,0.001160596,29259.0,29259,91,21889,32.393106
KL_Ernakulam,0.060298141,0.14799547,0.046681643,0.00026392538,0.00011308879,3279860.0,0.0011081501,0.021350466,35.834245,0.0032106476,41191.0,41191,134,29422,35.864783
KL_Kollam,0.079841653,0.16879604,0.069969091,0.00031922854,9.5757758e-05,2629703.0,0.0010075743,0.026287379,25.499465,0.002141584,30501.0,30501,100,24307,32.008181
KL_Malappuram,0.084423382,0.14429905,0.09712605,0.00034161917,0.00031560305,4110956.0,0.0011800849,0.023972115,34.050257,0.0037094906,48526.0,48526,141,36683,32.219253
KL_Thiruvananthapuram,0.074215777,0.12391321,0.11597677,0.0006275274,0.00062664675,3307284.0,0.001213548,0.0090943956,21.772073,0.0025697174,55356.0,55356,380,46232,19.89255
KL_Thrissur,0.055874574,0.12413104,0.044767937,0.00023815442,0.00049553364,3110327.0,0.00086233002,0.028015089,23.252413,0.0031246827,34821.0,34821,97,24644,43.092143
MH_Ahmednagar,0.11100608,0.17120935,0.18510746,0.0017240469,0.00087781414,4543083.0,0.00018060914,0.037182482,29.261915,0.0013138807,54831.0,54831,841,47838,20.935847
MH_Beed,0.077564222,0.090413819,0.088293705,0.0025545247,0.0013546113,2585962.0,0.0029051025,0.015066603,25.088188,0.0044978276,13440.0,13440,405,11394,31.339698
MH_Dhule,0.10125335,0.17283189,0.061501774,0.0031935464,0.00043369956,2048781.0,0.00033435438,0.044977065,32.835119,0.0020286805,14088.0,14088,340,13362,39.920186
MH_Gondia,0.10737777,0.25574171,0.048054074,0.0016371127,0.0020706946,1322331.0,0.0020216006,0.034478142,20.765898,0.0040965286,9467.0,9467,110,8353,34.15658
MH_Jalgaon,0.089439221,0.14852006,0.10562256,0.0019438061,0.00043397653,4224442.0,0.00038660231,0.010485269,36.701857,0.0011385921,53113.0,53113,1339,49714,21.597116
MH_Latur,0.075716582,0.13236841,0.048409403,0.002247905,0.0019404944,2455543.0,0.00091917254,0.010210857,17.105237,0.0010781234,20425.0,20425,597,17372,34.833664
MH_Nandurbar,0.087924724,0.19217682,0.015391759,0.0018733477,0.0082358087,1646177.0,0.00037044413,0.029852095,21.491476,0.0014701566,6303.0,6303,138,5658,66.695822
MH_Nashik,0.081189108,0.12987779,0.13041412,0.001203101,0.0010546633,6109052.0,0.00040915329,0.013455967,22.688887,0.0014335201,92318.0,92318,1525,84202,18.154357
MH_Osmanabad,0.071111803,0.10915564,0.054084554,0.0023751627,0.0028960362,1660311.0,0.0010264823,0.0094254702,19.231041,0.0020713419,15068.0,15068,493,13308,33.073581
MH_Palghar,0.062079788,0.094407189,0.085171936,0.0016798424,0.0012125023,2990116.0,0.0005179418,0.022356836,17.807365,0.0010398749,42381.0,42381,946,38115,18.736185
MH_Raigad,0.061936736,0.10930513,0.097085334,0.0028197769,0.00060210897,2635394.0,0.00066213434,0.040556248,23.608371,0.0021353282,58800.0,58800,1389,53426,15.545589
MH_Ratnagiri,0.060465217,0.17948843,0.017589919,0.0028411264,0.00043986599,1612672.0,0.0029963738,0.043448059,36.691293,0.0034455546,9892.0,9892,369,8192,44.624296
MH_Sangli,0.084339958,0.17918796,0.09711918,0.0028220657,0.00080179838,2820575.0,0.00068004873,0.003657846,16.333173,0.0016288125,45984.0,45984,1516,41522,15.905841
MH_Satara,0.083071102,0.17285749,0.091175681,0.0031833608,0.00026602434,3003922.0,0.00018334523,0.0094969464,26.933289,0.0005833412,46438.0,46438,1395,39687,18.142616
MH_Sindhudurg,0.065971267,0.25991806,0.014389832,0.0032937458,0.0038003607,848868.0,0.00096515923,0.039833853,3.6604533,0.0028128539,4877.0,4877,131,4094,43.898536
MH_Washim,0.11298674,0.20523186,0.040847566,0.0041938951,0.00094179073,1196714.0,0.00010717174,0.041633355,11.551993,0.00071028816,5646.0,5646,131,5009,72.209017
MP_Betul,0.093838775,0.053696502,0.030330425,0.0024187564,0.0037640129,1575247.0,0.00051816284,0.026927799,4.3195134,0.0024597321,2490.0,2490,56,2122,61.267274
MP_Damoh,0.063153201,0.00098543702,0.0089733518,0.0019386451,0.0087116473,1263703.0,0.00092150313,0.022032158,5.9463652,0.004074208,2054.0,2054,58,1863,62.402049
MP_Dhar,0.10160073,0.2411881,0.0046099636,0.00140458,0.030153192,2184672.0,0.0017807506,0.021663223,19.755457,0.00466839,2743.0,2743,46,2510,246.34582
MP_Jabalpur,0.13871264,0.18912247,0.11877087,0.0020116389,0.00099812449,2460714.0,5.6000708e-05,0.0084964039,14.647628,0.00044183941,12589.0,12589,198,11640,50.55559
MP_Khargone,0.12307535,0.20771939,0.017584185,0.0019505636,0.0052256044,1872413.0,0.00019219849,0.021022265,14.384796,0.00096772555,3820.0,3820,60,3643,174.60693
MP_Ratlam,0.12814461,0.10933741,0.054240662,0.0024108412,0.0028442222,1454483.0,0.00013499141,0.030533831,3.7524794,0.00086252439,2437.0,2437,53,2201,83.117762
MP_Sagar,0.086482831,0.20393303,0.0054312983,0.0030962909,0.012913913,2378295.0,0.0010520283,0.02156901,9.949761,0.0021553441,3382.0,3382,121,2883,266.84361
OR_Balangir,0.12907692,0.15596355,0.098265359,0.00096030357,0.0012293668,1648574.0,0.00019905387,0.030950007,22.924722,0.001900333,6472.0,6472,30,5785,59.865888
OR_Balasore,0.12045481,0.17176862,0.060348172,0.0014268556,0.001564727,2317419.0,0.00032937702,0.021941311,9.0072318,0.0025306491,9960.0,9960,71,9213,77.350598
OR_Bhadrak,0.11558129,0.12220179,0.15862387,0.00053112536,0.00093546935,1506522.0,0.00024286594,0.032104279,4.9702659,0.0020257021,6616.0,6616,23,6221,31.845148
OR_Cuttack,0.1195945,0.1910203,0.11979793,0.00051603132,0.00076575364,2618708.0,0.00027326864,0.0089272113,11.438597,0.0010695264,25447.0,25447,109,24038,29.955552
OR_Ganjam,0.17651541,0.24413908,0.16001558,0.0018571358,0.0022783931,3520151.0,0.00061078454,0.0063878068,37.008338,0.0029417481,21074.0,21074,235,20676,41.810948
OR_Jagatsinghpur,0.11647748,0.16642967,0.081870823,0.0006770104,0.0017899072,1136604.0,0.00073828371,0.043493757,10.55808,0.0028407031,7228.0,7228,21,6449,50.13172
OR_Kendrapara,0.10956596,0.20262782,0.034354286,0.00066170281,0.0024662302,1439891.0,0.0001523815,0.035403866,4.2414553,0.0010164157,7339.0,7339,20,6651,70.55384
OR_Khordha,0.11343259,0.16942148,0.32812061,0.00050911249,0.0006918866,2246341.0,0.00033453113,0.0039769908,17.295628,0.0014090613,47857.0,47857,229,45522,12.179808
OR_Mayurbhanj,0.11221966,0.12599417,0.21728738,0.00094563153,0.0011921607,2513895.0,0.00052912386,0.030213719,7.9151815,0.0023874222,11018.0,11018,60,10082,25.675125
OR_Puri,0.12904289,0.23196056,0.075129805,0.0010051089,0.00070541355,1697983.0,0.0001981956,0.013809282,10.681357,0.001710067,12279.0,12279,85,11648,40.746921
OR_Sundargarh,0.11538468,0.13346811,0.17746839,0.00096075929,0.0010429055,2080664.0,0.00023923394,0.024459675,12.90679,0.0012257951,10647.0,10647,67,9671,31.367723
PB_Gurdaspur,0.11539921,0.20396889,0.026992003,0.0034806664,0.0047376031,2299026.0,0.00066223686,0.031709453,31.87329,0.0023258308,6832.0,6832,196,6459,94.877215
PB_Kapurthala,0.12212438,0.19181798,0.047293625,0.0056780369,0.0019614091,817668.0,0.00018453795,0.041718523,16.826749,0.0010770934,4002.0,4002,165,3696,65.82639
PB_Ludhiana,0.16587295,0.24619906,0.15373859,0.0057583233,0.00047808441,3487882.0,0.00065688744,0.028381251,26.446806,0.0048354017,20046.0,20046,830,19008,41.677041
PB_Pathankot,0.10262048,0.25864838,0.03765021,0.0029281681,0.0020776838,626154.0,0.00054632965,0.030762172,22.659105,0.0045188323,4374.0,4374,107,4122,35.606979
PB_Patiala,0.12412175,0.18375827,0.067783858,0.0039839478,0.001512727,2892282.0,0.00072832523,0.031186204,29.038635,0.0030206454,12650.0,12650,374,11995,56.091025
PY_Karaikal,0.098651679,0.26716027,0.067560314,0.0021786233,0.0016912587,200222.0,3.5343821e-05,0.035205613,1.2826926,0.00019316139,3374.0,3374,55,3082,17.588458
PY_Puducherry,0.07347806,0.16052453,0.11627482,0.0016634045,0.00034217777,950289.0,0.00084806575,0.002651983,9.878037,0.0025720594,28213.0,28213,485,24422,9.5806556
RJ_Ajmer,0.15100702,0.16715473,0.1624717,0.0030631554,0.00094859841,2584913.0,3.1734585e-05,0.026531667,31.618681,0.0010906011,9463.0,9463,136,9063,51.21682
RJ_Churu,0.15419185,0.19213239,0.035725202,0.0017464721,0.0020354335,2041172.0,4.9529757e-05,0.040049661,4.8674567,0.0006463406,2793.0,2793,22,2539,244.40606
TN_Ariyalur,0.12135815,0.14294369,0.060993513,0.0021377565,0.0031645234,752481.0,0.00016019253,0.025935707,23.314715,0.0012943511,4331.0,4331,46,4178,56.368938
TN_Chengalpattu,0.082213251,0.11302584,0.1301756,0.0015140925,0.0010885439,2556244.0,0.00014746023,0.0061865884,28.312541,0.00098206951,42801.0,42801,665,40897,18.689806
TN_Coimbatore,0.097478937,0.13774174,0.13471703,0.0015049628,0.00096935486,3472578.0,0.00019788853,0.0066102874,20.21881,0.0010475962,42084.0,42084,538,37793,24.410628
TN_Dharmapuri,0.1022257,0.20572053,0.023931021,0.0013279051,0.0018701476,1502900.0,0.00098221656,0.033553262,21.066981,0.0021529393,5490.0,5490,49,4983,96.988065
TN_Dindigul,0.15690431,0.182462,0.12673627,0.0033842063,0.0017929557,2161367.0,0.00024780113,0.026375198,22.473331,0.0019063322,9737.0,9737,184,9299,53.412389
TN_Erode,0.10725267,0.12737376,0.089279052,0.0016588532,0.001917421,2259608.0,0.00011171072,0.01387693,6.8632736,0.00092861429,9806.0,9806,119,8880,50.399695
TN_Kallakurichi,0.10251484,0.13532575,0.077887779,0.0015321071,0.00076438929,1370281.0,0.00022620612,0.020097663,29.546653,0.0017841085,10170.0,10170,102,9827,40.403721
TN_Kancheepuram,0.084565613,0.13588177,0.12027126,0.0014581411,0.0010544848,1166401.0,0.00022996039,0.0055577802,34.483404,0.0017681233,25182.0,25182,377,24345,14.26528
TN_Kanyakumari,0.10342603,0.13775586,0.070555911,0.0024893816,0.0021016675,1863178.0,0.00029080905,0.01266045,26.017592,0.0012994235,14723.0,14723,242,13910,36.925294
TN_Karur,0.1205949,0.14764545,0.057894828,0.0016371711,0.0017152415,1076588.0,0.000101247,0.033659726,2.775643,0.00043877337,4010.0,4010,43,3676,81.173014
TN_Krishnagiri,0.099528167,0.14784916,0.03324803,0.0021388642,0.00091628231,1883731.0,9.7492538e-05,0.015372509,15.465726,0.00052463555,6363.0,6363,104,5719,106.40434
TN_Nagapattinam,0.10966534,0.18459237,0.030281684,0.0023837541,0.0023507245,1614069.0,0.00027486083,0.025576889,13.804708,0.0012185128,6517.0,6517,111,6045,76.997085
TN_Namakkal,0.13365997,0.19079848,0.089171749,0.0015277847,0.0010365296,1721179.0,1.8082498e-05,0.015011773,3.8760161,0.00015063204,8758.0,8758,93,7962,60.610232
TN_Nilgiris,0.15247333,0.19884569,0.26992785,0.0013309648,0.0013036968,735071.0,0.00026356463,0.041693739,33.153728,0.0013867483,6409.0,6409,38,6127,28.300306
TN_Pudukkottai,0.10835033,0.1448015,0.055054726,0.0021493508,0.0023655637,1918725.0,8.0594602e-05,0.0075926711,6.0742565,0.00059019407,10464.0,10464,149,10100,56.309911
TN_Ranipet,0.11071754,0.19768622,0.078320099,0.002367481,0.00096279811,1210277.0,0.00030899464,0.031966902,38.482064,0.0018497114,14718.0,14718,176,14271,25.211681
TN_Salem,0.099501586,0.15498628,0.068656415,0.0019056212,0.00048645267,3480008.0,0.00025138586,0.0037799251,17.414448,0.0020203751,26548.0,26548,406,24313,43.697865
TN_Sivaganga,0.15138391,0.13914962,0.44421901,0.0033780205,0.00042666809,1341250.0,0.00040482443,0.025703931,34.593291,0.002754469,5814.0,5814,125,5554,15.728512
TN_Tenkasi,0.11952471,0.15230074,0.071688456,0.0024740978,0.0014366923,1407627.0,0.00032647904,0.026561101,10.475944,0.0016857007,7791.0,7791,153,7513,47.300579
TN_Thanjavur,0.13215849,0.16027926,0.20247132,0.0021952512,0.00052189286,2402781.0,0.00014153342,0.012693695,28.255811,0.0012222743,15056.0,15056,216,14472,32.06484
TN_Theni,0.10534617,0.21780474,0.079237112,0.0013205543,0.00088207775,1243684.0,0.0003038275,0.0077774263,35.108612,0.00131262,16143.0,16143,191,15825,16.675242
TN_Thiruvarur,0.11799756,0.16011029,0.09804169,0.0018817305,0.00082338827,1268094.0,0.00012675507,0.024436,36.649565,0.00084657749,9446.0,9446,91,8954,44.001519
TN_Tiruchirappalli,0.11204514,0.1161742,0.1608805,0.0022318227,0.0011814305,2713858.0,0.00010699185,0.016411323,10.772935,0.00072700762,12297.0,12297,167,11631,28.868245
TN_Tirunelveli,0.10323292,0.19453422,6.7626028,0.0020933393,5.8150333e-05,1665253.0,0.00046399309,0.018607978,31.786643,0.0016409406,14106.0,14106,208,13589,0.90665318
TN_Tirupathur,0.11194544,0.13595976,0.10057376,0.0032973597,0.00074664974,1111812.0,6.0722029e-05,0.016942938,8.0139441,0.00057221623,6488.0,6488,118,6082,45.526505
TN_Tiruppur,0.13239142,0.20230795,0.079648103,0.0020836244,0.001095244,2471222.0,0.00014204174,0.019117466,6.8036483,0.00080984289,12188.0,12188,180,11031,59.684345
TN_Tiruvannamalai,0.11135086,0.15401964,0.085471577,0.0018903481,0.0010810777,2468965.0,0.00020186286,0.018382105,39.315011,0.0027864286,17428.0,17428,260,16662,39.626345
TN_Vellore,0.078610463,0.099242679,0.07912036,0.0020187645,0.00081655305,1614242.0,0.00027307188,0.0091134113,24.821954,0.0011173647,17567.0,17567,303,16840,29.578347
TN_Viluppuram,0.15341438,0.2075015,0.13449444,0.0015335979,0.00054001499,2093003.0,0.00010177764,0.024899197,24.726549,0.00090972784,13544.0,13544,106,12983,46.206764
TR_Dhalai,0.07574503,0.052963824,0.11320498,0.00064237216,0.0010808631,377988.0,0.0026073646,0.041891216,12.479649,0.0045802651,3232.0,3232,15,3040,13.051752
TR_Gomati,0.069980963,0.14933556,0.027553876,0.0010742991,0.0006436466,436868.0,0.0012701338,0.031292783,12.494322,0.0024253348,3663.0,3663,38,3318,47.69295
TR_Khowai,0.06801545,0.054574923,0.0031720759,0.0021010736,0.028100728,327391.0,0.00095884981,0.040234361,34.961164,0.0018758539,1747.0,1747,30,1675,41.808018
TR_West_Tripura,0.074244224,0.24526213,0.038763049,0.0015551042,0.00034876189,917534.0,0.0032883151,0.0066971903,11.8261,0.003646023,10672.0,10672,178,10007,16.934855
UP_Amethi,0.084196599,0.25415769,0.00260824,0.0015589711,0.028989959,2549935.0,0.00040363139,0.035780849,12.706181,0.0017812947,2891.0,2891,26,2714,269.45556
UP_Auraiya,0.10549475,0.26145437,0.0077632201,0.0025782471,0.0047673669,1372287.0,0.00015823634,0.03837247,8.671593,0.00088748392,2729.0,2729,35,2526,165.95725
UP_Ayodhya,0.094265369,0.1420186,0.020929618,0.0015132462,0.0033232643,2468371.0,0.00018079874,0.013726951,12.262906,0.00087605533,6934.0,6934,94,6597,115.71048
UP_Bahraich,0.09421497,0.080716264,0.032055324,0.0026693452,0.0017889558,2384239.0,0.00031264839,0.035312991,6.9147518,0.0012647959,3637.0,3637,65,3393,87.000352
UP_Banda,0.10300107,0.090119261,0.039580106,0.0016708753,0.0016163706,1799541.0,0.00038302942,0.044818747,7.0602547,0.0013846487,2646.0,2646,31,2395,87.704242
UP_Bareilly,0.09617582,0.090892218,0.12833122,0.0012611473,0.0013407595,4465344.0,0.0016374439,0.02370997,11.938747,0.0027914138,11799.0,11799,154,11073,27.340814
UP_Bijnor,0.091867759,0.16497735,0.004208662,0.0021291581,0.012789649,3683896.0,0.00025489174,0.024827791,10.19963,0.0010434025,3467.0,3467,51,3149,423.24286
UP_Bulandshahr,0.086686766,0.13353883,0.0081093284,0.0016839067,0.0045426683,3498507.0,0.00017605807,0.029946227,8.8709392,0.00092346352,4398.0,4398,71,3974,304.50878
UP_Chandauli,0.10346827,0.15114926,0.015733198,0.0013709943,0.0023097367,1952713.0,0.00026152649,0.043348243,16.260228,0.0014406217,3757.0,3757,44,3559,187.93856
UP_Etawah,0.095407565,0.17587147,0.015757067,0.0015441511,0.0030236224,1579160.0,0.00024334782,0.021960712,4.315883,0.00089231303,4744.0,4744,72,4407,113.3456
UP_Ghazipur,0.097116155,0.090126596,0.036775729,0.0019346346,0.0021828472,3622727.0,0.00027508729,0.028432028,11.155617,0.0013293075,4389.0,4389,65,4113,91.802383
UP_Gonda,0.10167215,0.10416238,0.022382233,0.0012648881,0.0027826543,3431386.0,0.00018133299,0.026924708,10.275711,0.00076635109,4380.0,4380,51,4078,155.52435
UP_Gorakhpur,0.093369434,0.14993726,0.028100765,0.0010792263,0.0045499121,4436275.0,9.5852837e-05,0.020523374,7.0949363,0.00049471883,18606.0,18606,304,17328,73.505897
UP_Hardoi,0.10452214,0.16899244,0.0097938175,0.0026187769,0.0037332475,4091380.0,0.0001833339,0.017096558,7.9564708,0.0010600839,5222.0,5222,91,4896,275.02006
UP_Jhansi,0.10532217,0.12523049,0.078555658,0.001870154,0.00076590309,2000755.0,0.00055567519,0.012348424,39.340814,0.0023962596,8243.0,8243,168,7803,52.790746
UP_Lakhimpur_Kheri,0.11606342,0.1607311,0.019986529,0.0010958089,0.0036488682,4013634.0,0.00051309868,0.020078265,31.589862,0.0017297754,6538.0,6538,69,5961,191.00374
UP_Lalitpur,0.079981477,0.091063578,0.0092162081,0.0014814574,0.0064459623,1218002.0,0.00034166566,0.033762161,12.016244,0.001646639,2847.0,2847,42,2674,144.98668
UP_Lucknow,0.097214,0.158227,0.12223098,0.0012766793,0.0011346867,4588455.0,0.00028537241,0.002027858,21.83603,0.00073292175,62060.0,62060,862,57783,20.836561
UP_Maharajganj,0.10604517,0.18666242,0.012651209,0.0026023064,0.0048421278,2665292.0,0.00021228117,0.020928114,8.9801559,0.0013774449,5373.0,5373,85,5088,159.24576
UP_Mainpuri,0.10340025,0.21736995,0.0079389722,0.0018339293,0.0052348686,1847194.0,0.00049974286,0.0293634,13.419045,0.0017768081,3083.0,3083,50,2880,199.93012
UP_Mathura,0.082495559,0.181783,0.0070393297,0.0024486961,0.0050424205,2541894.0,0.00079695697,0.032495652,14.678444,0.0030379155,4861.0,4861,100,4356,182.90963
